League ID,League Name,Country,Sport,Revenue (USD),Average Player Salary (USD),Top Team,Total Teams,Founded Year,Viewership
L614,NFL,England,American Football,5358850000.0,8530000.0,Dallas Cowboys,26,1919,57.83
L615,La Liga,Germany,Basketball,2948280000.0,4730000.0,Real Madrid,27,1935,495.23
L616,Ligue 1,France,Basketball,7910010000.0,8230000.0,Paris Saint-Germain,31,1964,393.13
L617,Premier League,Spain,Basketball,3049050000.0,6950000.0,Manchester United,25,1898,397.6
L618,Serie A,Italy,Basketball,1902480000.0,10680000.0,Juventus,11,1893,179.92
L619,La Liga,India,Basketball,3519730000.0,9570000.0,Real Madrid,20,1954,66.7
L620,IPL,Germany,American Football,505400000.0,14580000.0,Mumbai Indians,26,1940,173.47
L621,Serie A,India,Basketball,2604990000.0,3820000.0,AC Milan,11,2007,247.22
L622,Bundesliga,USA,American Football,2129560000.0,11300000.0,Bayern Munich,26,2003,308.37
L623,IPL,Germany,American Football,4409990000.0,13130000.0,Mumbai Indians,27,1959,181.48
L624,NFL,India,American Football,5738710000.0,1790000.0,Dallas Cowboys,24,2004,211.21
L625,Serie A,Italy,Football,4876540000.0,7430000.0,AC Milan,32,1946,144.98
L626,La Liga,Spain,Cricket,3012050000.0,12610000.0,Barcelona,11,1913,195.02
L627,La Liga,France,Cricket,3431130000.0,12200000.0,Real Madrid,30,1888,409.88
L628,Ligue 1,India,Cricket,6482710000.0,6090000.0,Olympique Marseille,24,2008,362.84
L629,NBA,Spain,Football,7606620000.0,3620000.0,Los Angeles Lakers,27,1947,151.18
L630,NBA,Spain,American Football,6604560000.0,8250000.0,Miami Heat,19,1907,165.75
L631,NBA,USA,American Football,1498550000.0,1860000.0,Golden State Warriors,13,1889,499.95
L632,Premier League,England,Cricket,3780340000.0,8010000.0,Liverpool,25,1992,390.81
L633,NFL,USA,Cricket,1265530000.0,3720000.0,Dallas Cowboys,19,1953,155.87
L634,NFL,Italy,Basketball,5939420000.0,5470000.0,Green Bay Packers,18,1998,228.0
L635,Bundesliga,USA,Basketball,5149870000.0,9950000.0,Borussia Dortmund,31,1994,34.87
L636,Premier League,Spain,Football,5149720000.0,2240000.0,Manchester City,26,1916,370.38
L637,NBA,India,Football,4674480000.0,13480000.0,Miami Heat,26,1901,231.27
L638,Ligue 1,India,Cricket,5504410000.0,4300000.0,Lyon,21,1972,86.96
L639,Serie A,Germany,Basketball,5576610000.0,10340000.0,Juventus,29,1992,312.27
L640,Ligue 1,England,American Football,4932940000.0,10730000.0,Lyon,28,2020,381.02
L641,La Liga,India,Cricket,4137390000.0000005,4010000.0,Barcelona,10,1900,115.49
L642,NFL,Germany,American Football,4883320000.0,12670000.0,New England Patriots,22,1954,120.58
L643,La Liga,Germany,Cricket,3374010000.0,11620000.0,Real Madrid,15,1929,23.46
L644,Ligue 1,USA,American Football,6063570000.0,12120000.0,Paris Saint-Germain,24,1938,385.64
L645,La Liga,France,American Football,1809800000.0,2490000.0,Barcelona,15,1995,410.96
L646,Serie A,Italy,American Football,2713450000.0,9500000.0,Inter Milan,22,1947,303.94
L647,NBA,France,Cricket,3781390000.0,13520000.0,Los Angeles Lakers,31,1932,171.59
L648,Ligue 1,Spain,American Football,3432920000.0,9450000.0,Lyon,31,1960,161.35
L649,Serie A,England,Basketball,7403480000.0,14590000.0,Inter Milan,16,2012,295.45
L650,Ligue 1,France,Basketball,6126410000.0,4750000.0,Lyon,26,1994,272.98
L651,Premier League,England,Basketball,2681740000.0,2360000.0,Liverpool,11,1880,461.36
L652,Premier League,Italy,Cricket,4756480000.0,5710000.0,Manchester United,20,1983,214.5
L653,NBA,England,American Football,4401970000.0,1690000.0,Miami Heat,18,1930,377.04
L654,Bundesliga,India,Cricket,7815550000.0,14900000.0,Bayern Munich,19,2021,497.33
L655,NFL,Germany,Football,5004560000.0,4880000.0,New England Patriots,31,1957,131.58
L656,NFL,Germany,Cricket,1335640000.0,12440000.0,Green Bay Packers,29,1978,75.45
L657,IPL,USA,Basketball,7608070000.0,14520000.0,Chennai Super Kings,27,1993,451.81
L658,Serie A,France,American Football,1665500000.0,8119999.999999999,Juventus,28,2014,395.48
L659,Serie A,USA,American Football,2765350000.0,4660000.0,Inter Milan,27,1914,103.24
L660,IPL,England,Basketball,4693620000.0,12750000.0,Kolkata Knight Riders,27,1998,18.74
L661,Bundesliga,USA,Cricket,5858060000.0,1340000.0,RB Leipzig,19,1911,456.32
L662,La Liga,Spain,Cricket,1776060000.0,8660000.0,Atletico Madrid,21,1887,69.92
L663,NBA,England,Cricket,2003890000.0,6690000.0,Miami Heat,23,1974,454.04
L664,La Liga,England,Basketball,4747960000.0,3200000.0,Atletico Madrid,17,2016,279.67
L665,Bundesliga,France,Football,7821150000.0,8920000.0,RB Leipzig,13,1985,219.57
L666,Bundesliga,India,Basketball,1699750000.0,12800000.0,RB Leipzig,11,1930,229.58
L667,NFL,Germany,Football,7667550000.0,7940000.0,New England Patriots,25,1970,363.8
L668,Serie A,Spain,Basketball,5568290000.0,8039999.999999999,Juventus,21,2002,316.42
L669,La Liga,USA,American Football,3557690000.0,1460000.0,Atletico Madrid,15,1996,220.94
L670,IPL,USA,Cricket,2528680000.0,1400000.0,Kolkata Knight Riders,12,1912,202.51
L671,Bundesliga,Spain,Cricket,3281440000.0,2670000.0,RB Leipzig,25,2009,302.34
L672,NFL,India,Football,2868260000.0,8960000.0,Green Bay Packers,10,1935,164.96
L673,IPL,France,Basketball,4253340000.0,7460000.0,Mumbai Indians,10,2003,163.86
L674,NFL,Italy,Basketball,733500000.0,7490000.0,Green Bay Packers,24,1980,435.4
L675,Premier League,Germany,American Football,4858110000.0,13840000.0,Manchester United,11,2018,119.96
L676,Premier League,Italy,American Football,7623720000.0,13950000.0,Manchester City,29,1916,189.17
L677,Premier League,India,Football,4495430000.0,10720000.0,Liverpool,28,1913,224.3
L678,Bundesliga,Italy,Basketball,2770260000.0,13490000.0,RB Leipzig,14,1991,201.49
L679,Premier League,Germany,Basketball,7374590000.0,1280000.0,Liverpool,21,1935,193.18
L680,Premier League,Germany,Cricket,1535430000.0,9030000.0,Manchester United,29,1880,32.94
L681,Serie A,England,Football,5159860000.0,10080000.0,Inter Milan,18,1960,479.42
L682,NBA,USA,Football,3079580000.0,13520000.0,Los Angeles Lakers,19,1990,428.36
L683,Bundesliga,England,Football,5457390000.0,1810000.0,Bayern Munich,17,1964,467.95
L684,Ligue 1,Spain,Cricket,3501420000.0,7350000.0,Paris Saint-Germain,29,1939,300.58
L685,Ligue 1,India,Cricket,3794670000.0,5330000.0,Olympique Marseille,22,2023,99.26
L686,IPL,USA,Football,6989200000.0,4019999.9999999995,Mumbai Indians,13,1913,370.44
L687,Bundesliga,France,Basketball,4516380000.0,2460000.0,Bayern Munich,10,2021,477.95
L688,Bundesliga,Italy,Basketball,5568830000.0,3290000.0,Bayern Munich,31,1962,299.79
L689,Premier League,Germany,American Football,1812050000.0,14170000.0,Manchester United,26,1902,153.31
L690,NFL,USA,Football,2389400000.0,2890000.0,Dallas Cowboys,22,2021,409.7
L691,Bundesliga,India,American Football,2793070000.0,13700000.0,Bayern Munich,15,1920,286.56
L692,Premier League,USA,Basketball,6557340000.0,1960000.0,Manchester United,16,1945,18.36
L693,Ligue 1,India,Football,4627240000.0,8390000.0,Paris Saint-Germain,16,1966,386.27
L694,Premier League,France,Football,4324090000.0,11320000.0,Liverpool,19,2010,44.16
L695,La Liga,Spain,Cricket,6635030000.0,9240000.0,Real Madrid,32,1894,375.55
L696,Bundesliga,France,Football,2280400000.0,2970000.0,RB Leipzig,25,1914,159.88
L697,Ligue 1,USA,Cricket,694520000.0,12130000.0,Lyon,20,2009,194.31
L698,Premier League,USA,Football,5251210000.0,4780000.0,Manchester United,29,2004,79.36
L699,NBA,Germany,American Football,5898850000.0,11020000.0,Miami Heat,22,1897,238.5
L700,La Liga,India,Football,2865280000.0,2110000.0,Barcelona,17,1920,322.22
